Call Sign (String),Time Zone ID (String),Date (String),Temperature Sampled Low (°C),Temperature Sampled High (°C),Dew Point Sampled Low (°C),Dew Point Sampled High (°C),Wind Speed Min (kph),Wind Speed Max (kph),Gust Speed Max (kph),Wind Direction Dominant (degrees),Visibility Min (km),Visibility Max (km),Precipitation (mm),Snow Depth Max (mm),Pressure Altimeter Min (mbar),Pressure Altimeter Max (mbar),Min Cloud Layer Code (String),Min Cloud Layer Label (String),Max Cloud Layer Code (String),Max Cloud Layer Label (String),Weather Code 1 (String),Weather Label 1 (String),Weather Code 2 (String),Weather Label 2 (String),Weather Code 3 (String),Weather Label 3 (String),Weather Code 4 (String),Weather Label 4 (String),Weather Code 5 (String),Weather Label 5 (String),Weather Code 6 (String),Weather Label 6 (String),Weather Code 7 (String),Weather Label 7 (String),Weather Code 8 (String),Weather Label 8 (String),Weather Code 9 (String),Weather Label 9 (String),Weather Code 10 (String),Weather Label 10 (String),Weather Code 11 (String),Weather Label 11 (String),Weather Code 12 (String),Weather Label 12 (String)
VTSP,Asia/Bangkok,2015-05-06,26,32,23,25,0,24.08,,W,8,10,,,1007.11,1011.18,FEW,mostly clear,BKN,mostly cloudy,TS,thunderstorm,-TSRA,thunderstorm with light rain,TSRA,thunderstorm with rain,VCSH,showers in the vicinity,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2015-05-07,26,33,23,25,0,27.78,,W,9,10,,,1007.11,1011.85,FEW,mostly clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2015-05-08,25,32,23,25,0,24.08,24.08,W,3,10,,,1006.77,1011.18,FEW,mostly clear,BKN,mostly cloudy,TS,thunderstorm,-TSRA,thunderstorm with light rain,TSRA,thunderstorm with rain,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2015-05-09,25,32,23,26,0,22.22,,W,8,10,,,1007.45,1010.84,FEW,mostly clear,BKN,mostly cloudy,RERA,recent rain,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2015-05-10,24,31,23,25,0,20.37,,W,3,10,,,1007.79,1011.18,FEW,mostly clear,BKN,mostly cloudy,RETS,recent thunderstorm,RETSRA,recent thunderstorm with rain,+TSRA,thunderstorm with heavy rain,TSRA,thunderstorm with rain,RA,rain,RERA,recent rain,-RA,light rain,,,,,,,,,,
VTSP,Asia/Bangkok,2015-05-11,25,33,22,25,0,183.35,,W,10,10,,,1007.79,1011.51,FEW,mostly clear,BKN,mostly cloudy,VCSH,showers in the vicinity,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2015-05-12,26,32,22,25,0,22.22,,W,10,10,,,1008.13,1012.19,FEW,mostly clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2015-05-13,26,32,23,26,0,20.37,,W,8,10,,,1007.79,1011.85,FEW,mostly clear,BKN,mostly cloudy,RETS,recent thunderstorm,TS,thunderstorm,RA,rain,-RA,light rain,VCSH,showers in the vicinity,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2015-05-14,25,32,22,25,0,20.37,,W,8,10,,,1009.48,1013.88,FEW,mostly clear,BKN,mostly cloudy,-RA,light rain,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2015-05-15,25,33,23,27,0,18.52,,E,3,9,,,1009.48,1013.55,FEW,mostly clear,BKN,mostly cloudy,TS,thunderstorm,RA,rain,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2015-05-16,26,32,23,26,0,18.52,,SW,7,10,,,1007.79,1013.21,FEW,mostly clear,BKN,mostly cloudy,-RA,light rain,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2015-05-17,25,32,23,25,1.85,20.37,,NW,2,10,,,1007.79,1012.19,FEW,mostly clear,BKN,mostly cloudy,-TSRA,thunderstorm with light rain,TSRA,thunderstorm with rain,+RA,heavy rain,-RA,light rain,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2015-05-18,23,31,22,25,0,25.93,44.45,W,2,10,,,1008.47,1012.53,FEW,mostly clear,BKN,mostly cloudy,TS,thunderstorm,+TSRA,thunderstorm with heavy rain,TSRA,thunderstorm with rain,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2015-05-19,26,32,23,26,0,20.37,,W,7,10,,,1008.47,1012.19,FEW,mostly clear,BKN,mostly cloudy,-RA,light rain,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2015-05-20,25,32,22,26,0,22.22,,W,8,10,,,1008.81,1013.21,FEW,mostly clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2015-05-21,26,32,22,25,0,20.37,,W,10,10,,,1009.14,1013.21,FEW,mostly clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2015-05-22,29,32,22,25,3.7,37.04,,W,10,10,,,1009.82,1013.55,FEW,mostly clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2015-05-23,27,33,22,25,0,25.93,46.3,W,3,10,,,1009.14,1012.87,FEW,mostly clear,BKN,mostly cloudy,+TSRA,thunderstorm with heavy rain,RERA,recent rain,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2015-05-24,24,32,22,26,0,33.34,55.56,W,1,10,,,1009.48,1012.53,FEW,mostly clear,BKN,mostly cloudy,RETS,recent thunderstorm,-TSRA,thunderstorm with light rain,TSRA,thunderstorm with rain,+RA,heavy rain,RA,rain,-RA,light rain,,,,,,,,,,,,
VTSP,Asia/Bangkok,2015-05-25,25,31,22,25,0,37.04,35.19,W,4,8,,,1009.48,1012.87,FEW,mostly clear,BKN,mostly cloudy,RA,rain,RERA,recent rain,-RA,light rain,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2015-05-26,24,31,21,25,0,25.93,35.19,W,2,8,,,1010.5,1013.55,FEW,mostly clear,BKN,mostly cloudy,+RA,heavy rain,RA,rain,-RA,light rain,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2015-05-27,24,29,22,25,0,18.52,,E,5,10,,,1009.14,1013.21,FEW,mostly clear,BKN,mostly cloudy,RETS,recent thunderstorm,TS,thunderstorm,+TSRA,thunderstorm with heavy rain,TSRA,thunderstorm with rain,RA,rain,RERA,recent rain,-RA,light rain,,,,,,,,,,
VTSP,Asia/Bangkok,2015-05-28,24,32,22,24,0,20.37,27.78,W,3,10,,,1008.47,1011.51,FEW,mostly clear,BKN,mostly cloudy,TS,thunderstorm,+TSRA,thunderstorm with heavy rain,TSRA,thunderstorm with rain,RERA,recent rain,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2015-05-29,25,32,22,26,0,20.37,,W,9,10,,,1008.81,1012.19,FEW,mostly clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2015-05-30,25,32,23,25,0,14.82,,W,8,10,,,1008.47,1012.53,FEW,mostly clear,BKN,mostly cloudy,RETS,recent thunderstorm,TS,thunderstorm,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2015-05-31,26,32,23,25,0,18.52,,W,8,10,,,1008.47,1012.19,FEW,mostly clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2015-06-01,25,32,22,25,0,24.08,,W,8,10,,,1007.79,1011.51,FEW,mostly clear,BKN,mostly cloudy,RETS,recent thunderstorm,TS,thunderstorm,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2015-06-02,27,31,23,25,0,29.63,,W,3,10,,,1008.47,1012.19,FEW,mostly clear,BKN,mostly cloudy,TS,thunderstorm,-TSRA,thunderstorm with light rain,TSRA,thunderstorm with rain,RA,rain,RERA,recent rain,-RA,light rain,VCSH,showers in the vicinity,,,,,,,,,,
VTSP,Asia/Bangkok,2015-06-03,25,31,23,25,0,16.67,,W,9,10,,,1007.45,1011.18,FEW,mostly clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2015-06-04,24,32,21,25,0,16.67,,W,7,10,,,1007.11,1010.5,FEW,mostly clear,BKN,mostly cloudy,TS,thunderstorm,-RA,light rain,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2015-06-05,25,32,23,25,0,18.52,,W,5,10,,,1007.79,1010.5,FEW,mostly clear,BKN,mostly cloudy,RERA,recent rain,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2015-06-06,25,33,23,25,0,18.52,,W,9,10,,,1006.77,1011.85,FEW,mostly clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2015-06-07,26,33,23,25,0,24.08,,W,10,10,,,1007.11,1010.5,FEW,mostly clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2015-06-08,26,32,23,25,0,20.37,,W,1,10,,,1008.81,1011.85,FEW,mostly clear,BKN,mostly cloudy,+TSRA,thunderstorm with heavy rain,TSRA,thunderstorm with rain,RA,rain,VCSH,showers in the vicinity,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2015-06-09,25,30,22,24,0,16.67,,W,4,10,,,1008.13,1012.19,FEW,mostly clear,BKN,mostly cloudy,TSRA,thunderstorm with rain,RA,rain,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2015-06-10,25,32,22,25,0,18.52,,W,8,10,,,1006.77,1011.18,FEW,mostly clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2015-06-11,24,31,23,27,0,22.22,,W,9,10,,,1006.77,1011.18,FEW,mostly clear,BKN,mostly cloudy,TS,thunderstorm,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2015-06-12,23,31,21,25,0,20.37,,W,3,10,,,1008.13,1012.53,FEW,mostly clear,BKN,mostly cloudy,RETS,recent thunderstorm,TS,thunderstorm,TSRA,thunderstorm with rain,+RA,heavy rain,RA,rain,RERA,recent rain,-RA,light rain,VCSH,showers in the vicinity,,,,,,,,
VTSP,Asia/Bangkok,2015-06-13,24,30,23,25,0,20.37,37.04,NW,5,10,,,1007.79,1012.19,FEW,mostly clear,BKN,mostly cloudy,RA,rain,-RA,light rain,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2015-06-14,25,29,23,25,0,27.78,46.3,W,1.5,10,,,1006.77,1011.85,FEW,mostly clear,OVC,overcast,+TSRA,thunderstorm with heavy rain,-TSRA,thunderstorm with light rain,+RA,heavy rain,RA,rain,RERA,recent rain,-RA,light rain,,,,,,,,,,,,
VTSP,Asia/Bangkok,2015-06-15,24,27,22,28,0,38.89,,W,1,8,,,1007.79,1011.18,FEW,mostly clear,OVC,overcast,TS,thunderstorm,-TSRA,thunderstorm with light rain,TSRA,thunderstorm with rain,+RA,heavy rain,RA,rain,RERA,recent rain,-RA,light rain,VCSH,showers in the vicinity,,,,,,,,
VTSP,Asia/Bangkok,2015-06-16,24,27,22,24,0,27.78,37.04,E,2,9,,,1007.11,1010.84,FEW,mostly clear,OVC,overcast,+RA,heavy rain,RA,rain,RERA,recent rain,-RA,light rain,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2015-06-17,24,29,22,24,0,48.15,,W,2,10,,,1007.45,1009.82,FEW,mostly clear,BKN,mostly cloudy,RA,rain,-RA,light rain,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2015-06-18,24,31,22,25,0,40.74,61.12,E,1.5,10,,,1006.1,1011.18,FEW,mostly clear,OVC,overcast,+RA,heavy rain,RA,rain,RERA,recent rain,-RA,light rain,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2015-06-19,24,32,23,25,0,12.96,,W,8,10,,,1007.79,1011.18,FEW,mostly clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2015-06-20,24,30,22,24,0,22.22,55.56,E,7,9,,,1007.45,1011.18,FEW,mostly clear,BKN,mostly cloudy,RERA,recent rain,-RA,light rain,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2015-06-21,26,32,23,25,0,18.52,,W,8,10,,,1008.13,1010.84,FEW,mostly clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2015-06-22,26,32,22,25,0,22.22,,W,5,10,,,1008.81,1011.18,FEW,mostly clear,BKN,mostly cloudy,RA,rain,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2015-06-23,29,32,23,25,3.7,25.93,,W,7,10,,,1007.79,1011.51,FEW,mostly clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2015-06-24,27,32,23,25,0,24.08,,W,8,10,,,1009.82,1012.19,FEW,mostly clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2015-06-25,26,32,23,25,0,24.08,,W,8,8,,,1009.14,1011.85,FEW,mostly clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2015-06-26,25,32,22,25,0,18.52,,SW,8,10,,,1008.81,1011.85,FEW,mostly clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2015-06-27,25,33,22,25,0,14.82,,SW,7,10,,,1010.16,1013.21,FEW,mostly clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2015-06-28,25,31,22,26,0,29.63,48.15,W,5,8,,,1011.51,1015.92,FEW,mostly clear,OVC,overcast,RETS,recent thunderstorm,TS,thunderstorm,TSRA,thunderstorm with rain,RA,rain,RERA,recent rain,-RA,light rain,BR,mist,,,,,,,,,,
VTSP,Asia/Bangkok,2015-06-29,25,32,22,25,0,12.96,,W,8,10,,,1012.19,1015.92,FEW,mostly clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2015-06-30,25,31,23,25,0,22.22,,W,8,10,,,1011,1014.56,FEW,mostly clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2015-07-01,26,32,23,25,0,27.78,,W,9,10,,,1010.84,1014.22,FEW,mostly clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2015-07-02,26,31,23,25,3.7,37.04,55.56,W,3,10,,,1010.5,1014.22,FEW,mostly clear,BKN,mostly cloudy,RA,rain,RERA,recent rain,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2015-07-03,27,32,23,26,12.96,37.04,48.15,W,5,10,,,1009.48,1012.87,FEW,mostly clear,BKN,mostly cloudy,-RA,light rain,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2015-07-04,26,32,23,25,18.52,42.6,,W,6,10,,,1008.81,1011.85,FEW,mostly clear,BKN,mostly cloudy,-RA,light rain,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2015-07-05,26,31,23,25,3.7,40.74,48.15,W,5,10,,,1007.45,1011.18,FEW,mostly clear,BKN,mostly cloudy,RA,rain,RERA,recent rain,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2015-07-06,27,30,23,25,7.41,35.19,53.71,W,4,25.01,,,1006.77,1009.82,FEW,mostly clear,BKN,mostly cloudy,RA,rain,RERA,recent rain,-RA,light rain,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2015-07-07,27,30,23,25,11.11,40.74,50,W,3,7,,,1006.77,1011.18,SCT,partly cloudy,BKN,mostly cloudy,RA,rain,RERA,recent rain,-RA,light rain,VCSH,showers in the vicinity,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2015-07-08,26,31,22,25,16.67,53.71,,W,2,8,,,1008.13,1011.18,FEW,mostly clear,BKN,mostly cloudy,+RA,heavy rain,RERA,recent rain,-RA,light rain,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2015-07-09,25,31,23,25,5.56,38.89,57.41,W,5,8,,,1008.13,1011.51,FEW,mostly clear,BKN,mostly cloudy,RA,rain,RERA,recent rain,-RA,light rain,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2015-07-10,27,31,22,25,7.41,38.89,33.34,W,3,9,,,1007,1011.18,FEW,mostly clear,BKN,mostly cloudy,RA,rain,RERA,recent rain,-RA,light rain,VCSH,showers in the vicinity,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2015-07-11,26,32,22,25,5.56,42.6,44.45,W,3,9,,,1007.79,1010.5,FEW,mostly clear,BKN,mostly cloudy,RA,rain,RERA,recent rain,-RA,light rain,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2015-07-12,26,31,23,25,3.7,33.34,55.56,W,3,9,,,1006.1,1009.82,FEW,mostly clear,BKN,mostly cloudy,TS,thunderstorm,RA,rain,RERA,recent rain,-RA,light rain,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2015-07-13,25,31,22,25,5.56,46.3,66.67,W,4,8,,,1005.42,1008.81,FEW,mostly clear,BKN,mostly cloudy,RA,rain,RERA,recent rain,-RA,light rain,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2015-07-14,25,29,22,25,3.7,55.56,46.3,W,1,10,,,1006.1,1009.14,FEW,mostly clear,BKN,mostly cloudy,+RA,heavy rain,RA,rain,RERA,recent rain,-RA,light rain,VCSH,showers in the vicinity,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2015-07-15,25,31,22,53,0,33.34,51.86,W,3,10,,,1006.43,1009.82,FEW,mostly clear,BKN,mostly cloudy,RA,rain,RERA,recent rain,-RA,light rain,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2015-07-16,24,31,22,25,0,18.52,37.04,SW,3,10,,,1006.77,1010.5,FEW,mostly clear,BKN,mostly cloudy,RA,rain,RERA,recent rain,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2015-07-17,25,32,21,25,0,11.11,,W,3,10,,,1006.77,1010.5,FEW,mostly clear,BKN,mostly cloudy,RA,rain,RERA,recent rain,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2015-07-18,25,33,22,26,0,22.22,,W,7,10,,,1008.13,1011.18,FEW,mostly clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2015-07-19,24,30,22,28,0,18.52,46.3,W,1.5,8,,,1008.13,1011.18,FEW,mostly clear,BKN,mostly cloudy,RETS,recent thunderstorm,TSRA,thunderstorm with rain,RA,rain,RERA,recent rain,RESHRA,recent showers of rain,SHRA,showers of rain,-RA,light rain,VCSH,showers in the vicinity,,,,,,,,
VTSP,Asia/Bangkok,2015-07-20,23,32,20,24,0,59.26,,E,2,10,,,1007.79,1013.55,FEW,mostly clear,BKN,mostly cloudy,TS,thunderstorm,+RA,heavy rain,RERA,recent rain,-RA,light rain,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2015-07-21,23,30,21,24,0,12.96,,E,7,10,,,1009.48,1012.87,FEW,mostly clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2015-07-22,25,33,19,25,0,22.22,,E,9,10,,,1009.82,1013.21,FEW,mostly clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2015-07-23,25,32,20,24,0,18.52,,E,8,10,,,1010.16,1013.88,FEW,mostly clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2015-07-24,25,32,23,26,0,20.37,,W,8,10,,,1010.5,1013.88,FEW,mostly clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2015-07-25,26,32,23,25,0,22.22,,W,8,10,,,1009.48,1013.88,FEW,mostly clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2015-07-26,24,31,22,25,0,20.37,,SW,8,10,,,1011.18,1014.22,FEW,mostly clear,BKN,mostly cloudy,VCTS,thunderstorm in the vicinity,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2015-07-27,24,32,22,25,0,18.52,,W,10,10,,,1010.84,1014.9,FEW,mostly clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2015-07-28,25,33,21,25,0,16.67,,E,8,10,,,1008.81,1014.22,FEW,mostly clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2015-07-29,25,32,22,25,0,18.52,,W,3,10,,,1009.14,1013.21,FEW,mostly clear,BKN,mostly cloudy,TSRA,thunderstorm with rain,RA,rain,RERA,recent rain,-RA,light rain,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2015-07-30,24,30,21,24,0,16.67,,SW,5,10,,,1010.5,1013.21,FEW,mostly clear,BKN,mostly cloudy,RA,rain,-RA,light rain,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2015-07-31,23,31,21,24,0,14.82,,W,5,10,,,1009.48,1013.55,FEW,mostly clear,BKN,mostly cloudy,TSRA,thunderstorm with rain,RA,rain,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2015-08-01,24,29,22,25,0,14.82,,NW,2,10,,,1010.5,1014.22,FEW,mostly clear,BKN,mostly cloudy,+TSRA,thunderstorm with heavy rain,-TSRA,thunderstorm with light rain,TSRA,thunderstorm with rain,-RA,light rain,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2015-08-02,24,31,22,24,0,24.08,,W,8,10,,,1009.82,1013.55,FEW,mostly clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2015-08-03,23,28,22,24,0,27.78,48.15,W,1.5,9,,,1007,2987,FEW,mostly clear,OVC,overcast,+RA,heavy rain,RA,rain,RERA,recent rain,-RA,light rain,VCSH,showers in the vicinity,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2015-08-04,24,31,20,24,0,37.04,55.56,W,2,10,,,1009.48,1013.55,FEW,mostly clear,BKN,mostly cloudy,+RA,heavy rain,RA,rain,RERA,recent rain,-RA,light rain,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2015-08-05,25,29,21,24,7.41,46.3,64.82,W,3,8,,,1008.13,1013.21,FEW,mostly clear,OVC,overcast,RA,rain,RERA,recent rain,-RA,light rain,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2015-08-06,25,30,21,25,0,38.89,55.56,W,4,8,,,1006.43,1011.18,FEW,mostly clear,OVC,overcast,RA,rain,RERA,recent rain,-RA,light rain,VCSH,showers in the vicinity,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2015-08-07,23,28,21,24,0,37.04,55.56,W,1,8,,,1007.11,1011.18,FEW,mostly clear,BKN,mostly cloudy,+TSRA,thunderstorm with heavy rain,-TSRA,thunderstorm with light rain,TSRA,thunderstorm with rain,+RA,heavy rain,RA,rain,-RA,light rain,,,,,,,,,,,,
VTSP,Asia/Bangkok,2015-08-08,24,30,22,25,3.7,31.48,42.6,W,5,10,,,1006.43,1010.5,FEW,mostly clear,BKN,mostly cloudy,RA,rain,RERA,recent rain,-RA,light rain,VCSH,showers in the vicinity,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2015-08-09,26,30,23,25,3.7,33.34,,W,6,10,,,1005.42,1008.81,FEW,mostly clear,BKN,mostly cloudy,RA,rain,RERA,recent rain,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2015-08-10,25,31,23,24,0,27.78,35.19,W,5,10,,,1006.43,1010.84,FEW,mostly clear,BKN,mostly cloudy,RA,rain,RERA,recent rain,-RA,light rain,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2015-08-11,25,28,23,26,0,29.63,38.89,W,2,8,,,1008.47,1011.85,FEW,mostly clear,BKN,mostly cloudy,+RA,heavy rain,RA,rain,RERA,recent rain,-RA,light rain,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2015-08-12,24,28,23,24,0,27.78,,W,1,8,,,1009.48,1013.55,FEW,mostly clear,BKN,mostly cloudy,+RA,heavy rain,RA,rain,-RA,light rain,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2015-08-13,25,31,22,25,0,25.93,,W,8,10,,,1009.14,1012.53,FEW,mostly clear,BKN,mostly cloudy,VCSH,showers in the vicinity,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2015-08-14,24,31,22,25,0,18.52,,W,10,10,,,1009.14,1012.53,FEW,mostly clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2015-08-15,24,31,23,25,0,22.22,,W,9,10,,,1009.48,1013.21,FEW,mostly clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2015-08-16,25,35,23,26,0,22.22,,SW,0.02,10,,,1006,1013.88,FEW,mostly clear,BKN,mostly cloudy,RA,rain,RERA,recent rain,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2015-08-17,25,31,22,25,0,18.52,,W,6,10,,,1010.5,1013.88,FEW,mostly clear,BKN,mostly cloudy,TSRA,thunderstorm with rain,-RA,light rain,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2015-08-18,24,31,22,25,0,18.52,,W,8,10,,,1009.48,1013.55,FEW,mostly clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2015-08-19,24,31,23,25,0,25.93,,W,10,10,,,1010.16,1351.85,FEW,mostly clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2015-08-20,25,31,22,24,3.7,37.04,46.3,W,3,10,,,1010,1014.22,FEW,mostly clear,BKN,mostly cloudy,+RA,heavy rain,RA,rain,-RA,light rain,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2015-08-21,26,30,22,24,5.56,31.48,,W,7,9,,,1009.48,1012.53,FEW,mostly clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2015-08-22,25,29,22,24,7.41,46.3,33.34,W,5,10,,,1008.47,1012.53,FEW,mostly clear,BKN,mostly cloudy,RETS,recent thunderstorm,TSRA,thunderstorm with rain,RA,rain,-RA,light rain,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2015-08-23,25,30,22,25,0,25.93,,W,8,10,,,1008.81,1012.53,FEW,mostly clear,BKN,mostly cloudy,RETS,recent thunderstorm,VCSH,showers in the vicinity,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2015-08-24,25,31,23,25,0,27.78,,W,6,10,,,1008.81,1012.53,FEW,mostly clear,BKN,mostly cloudy,RERA,recent rain,-RA,light rain,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2015-08-25,26,31,22,24,1.85,207.42,,SW,7,9,,,1008.81,1012.53,FEW,mostly clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
