Call Sign (String),Time Zone ID (String),Date (String),Temperature Sampled Low (°C),Temperature Sampled High (°C),Dew Point Sampled Low (°C),Dew Point Sampled High (°C),Wind Speed Min (kph),Wind Speed Max (kph),Gust Speed Max (kph),Wind Direction Dominant (degrees),Visibility Min (km),Visibility Max (km),Precipitation (mm),Snow Depth Max (mm),Pressure Altimeter Min (mbar),Pressure Altimeter Max (mbar),Min Cloud Layer Code (String),Min Cloud Layer Label (String),Max Cloud Layer Code (String),Max Cloud Layer Label (String),Weather Code 1 (String),Weather Label 1 (String),Weather Code 2 (String),Weather Label 2 (String),Weather Code 3 (String),Weather Label 3 (String),Weather Code 4 (String),Weather Label 4 (String),Weather Code 5 (String),Weather Label 5 (String),Weather Code 6 (String),Weather Label 6 (String),Weather Code 7 (String),Weather Label 7 (String),Weather Code 8 (String),Weather Label 8 (String),Weather Code 9 (String),Weather Label 9 (String),Weather Code 10 (String),Weather Label 10 (String),Weather Code 11 (String),Weather Label 11 (String),Weather Code 12 (String),Weather Label 12 (String)
VTSP,Asia/Bangkok,2018-11-15,25,31,23,25,0,18.52,,E,8,10,,,1008,1013,FEW,mostly clear,BKN,mostly cloudy,-RA,light rain,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2018-11-16,25,32,22,24,0,25.93,,E,3,10,,,1007,1013,FEW,mostly clear,BKN,mostly cloudy,RETS,recent thunderstorm,RETSRA,recent thunderstorm with rain,-TSRA,thunderstorm with light rain,TSRA,thunderstorm with rain,-RA,light rain,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2018-11-17,26,31,23,25,0,14.82,,E,8,10,,,1008,1014,FEW,mostly clear,BKN,mostly cloudy,RETS,recent thunderstorm,-TSRA,thunderstorm with light rain,-RA,light rain,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2018-11-18,25,31,23,25,0,18.52,,E,8,10,,,1009,1015,FEW,mostly clear,BKN,mostly cloudy,RETS,recent thunderstorm,TS,thunderstorm,VCSH,showers in the vicinity,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2018-11-19,24,31,22,24,0,25.93,40.74,W,8,10,,,1012,1016,FEW,mostly clear,BKN,mostly cloudy,RA,rain,-RA,light rain,VCSH,showers in the vicinity,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2018-11-20,23,31,21,24,0,20.37,,W,7,10,,,1012,1016,FEW,mostly clear,BKN,mostly cloudy,-RA,light rain,VCSH,showers in the vicinity,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2018-11-21,24,29,21,23,0,11.11,,NW,8,10,,,1009,1015,FEW,mostly clear,BKN,mostly cloudy,-RA,light rain,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2018-11-22,23,32,22,23,0,16.67,,E,8,10,,,1010,1015,FEW,mostly clear,SCT,partly cloudy,VCSH,showers in the vicinity,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2018-11-23,23,32,21,23,0,14.82,,W,8,10,,,1011,1015,FEW,mostly clear,SCT,partly cloudy,RETS,recent thunderstorm,TS,thunderstorm,-RA,light rain,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2018-11-24,24,32,22,24,0,12.96,,W,8,10,,,1010,1016,FEW,mostly clear,SCT,partly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2018-11-25,25,32,21,24,0,16.67,,W,8,10,,,1011,1014,FEW,mostly clear,SCT,partly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2018-11-26,24,32,19,24,0,14.82,,W,8,10,,,1010,1014,FEW,mostly clear,FEW,mostly clear,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2018-11-27,24,32,21,23,0,27.78,,E,5,10,,,1009,1014,FEW,mostly clear,SCT,partly cloudy,RETS,recent thunderstorm,-TSRA,thunderstorm with light rain,TSRA,thunderstorm with rain,RA,rain,RERA,recent rain,-RA,light rain,,,,,,,,,,,,
VTSP,Asia/Bangkok,2018-11-28,25,32,21,23,0,18.52,,E,8,10,,,1009,1014,FEW,mostly clear,BKN,mostly cloudy,-RA,light rain,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2018-11-29,25,32,22,24,0,20.37,,E,8,10,,,1010,1015,FEW,mostly clear,BKN,mostly cloudy,RETS,recent thunderstorm,TS,thunderstorm,-RA,light rain,VCSH,showers in the vicinity,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2018-11-30,24,32,22,24,0,16.67,,E,8,10,,,1010,1014,FEW,mostly clear,SCT,partly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2018-12-01,24,33,21,24,0,20.37,,E,3,10,,,1008,1013,FEW,mostly clear,BKN,mostly cloudy,-TSRA,thunderstorm with light rain,TSRA,thunderstorm with rain,VCSH,showers in the vicinity,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2018-12-02,23,32,22,24,0,46.3,51.86,E,2,10,,,1007,1011,FEW,mostly clear,BKN,mostly cloudy,+RA,heavy rain,RA,rain,RERA,recent rain,-RA,light rain,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2018-12-03,23,32,22,24,0,16.67,,E,8,10,,,1007,1013,FEW,mostly clear,BKN,mostly cloudy,-TSRA,thunderstorm with light rain,-RA,light rain,VCSH,showers in the vicinity,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2018-12-04,25,31,23,24,0,14.82,,E,8,10,,,1008,1013,FEW,mostly clear,BKN,mostly cloudy,-RA,light rain,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2018-12-05,25,32,22,24,0,18.52,,E,8,10,,,1006,1011,FEW,mostly clear,SCT,partly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2018-12-06,25,31,22,24,0,16.67,,E,8,10,,,1006,1011,FEW,mostly clear,BKN,mostly cloudy,RETS,recent thunderstorm,TS,thunderstorm,-TSRA,thunderstorm with light rain,-RA,light rain,VCSH,showers in the vicinity,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2018-12-07,25,31,20,24,0,18.52,,E,8,10,,,1006,1013,FEW,mostly clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2018-12-08,24,32,22,24,0,22.22,,E,5,10,,,1008,1013,FEW,mostly clear,BKN,mostly cloudy,RETS,recent thunderstorm,TS,thunderstorm,-TSRA,thunderstorm with light rain,TSRA,thunderstorm with rain,RERA,recent rain,-RA,light rain,,,,,,,,,,,,
VTSP,Asia/Bangkok,2018-12-09,25,30,22,23,0,24.08,,E,8,10,,,1007,1012,FEW,mostly clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2018-12-10,24,31,22,24,0,20.37,,E,8,10,,,1008,1012,FEW,mostly clear,BKN,mostly cloudy,-RA,light rain,VCSH,showers in the vicinity,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2018-12-11,24,31,22,24,0,33.34,51.86,E,8,10,,,1008,1012,FEW,mostly clear,BKN,mostly cloudy,-RA,light rain,VCSH,showers in the vicinity,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2018-12-12,24,31,21,24,0,29.63,,E,8,10,,,1007,1012,FEW,mostly clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2018-12-13,25,32,21,23,0,31.48,35.19,E,8,10,,,1009,1013,FEW,mostly clear,BKN,mostly cloudy,-RA,light rain,VCSH,showers in the vicinity,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2018-12-14,25,30,21,23,0,18.52,,E,8,10,,,1009,1013,FEW,mostly clear,BKN,mostly cloudy,-RA,light rain,VCSH,showers in the vicinity,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2018-12-15,24,32,21,23,0,22.22,40.74,E,8,10,,,1009,1016,FEW,mostly clear,OVC,overcast,RETS,recent thunderstorm,-TSRA,thunderstorm with light rain,RERA,recent rain,-RA,light rain,VCSH,showers in the vicinity,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2018-12-16,25,28,22,23,0,20.37,29.63,E,8,10,,,1010,1014,FEW,mostly clear,BKN,mostly cloudy,-RA,light rain,-DZ,light drizzle,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2018-12-17,25,31,21,23,1.85,18.52,,E,8,10,,,1009,1014,FEW,mostly clear,BKN,mostly cloudy,-DZ,light drizzle,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2018-12-18,25,30,22,24,0,22.22,,E,5,10,,,1009,1014,FEW,mostly clear,BKN,mostly cloudy,-TSRA,thunderstorm with light rain,RA,rain,-RA,light rain,VCSH,showers in the vicinity,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2018-12-19,25,30,22,24,0,24.08,,E,8,10,,,1010,1015,FEW,mostly clear,BKN,mostly cloudy,-RA,light rain,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2018-12-20,25,32,22,24,0,20.37,,E,2.5,10,,,1009,1014,FEW,mostly clear,BKN,mostly cloudy,RETS,recent thunderstorm,TS,thunderstorm,+TSRA,thunderstorm with heavy rain,TSRA,thunderstorm with rain,-RA,light rain,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2018-12-21,24,32,21,24,0,16.67,,W,8,10,,,1003,1014,FEW,mostly clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2018-12-22,24,32,22,24,0,18.52,,NW,8,10,,,1010,1014,FEW,mostly clear,SCT,partly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2018-12-23,24,33,21,25,0,16.67,,W,8,10,,,1010,1013,FEW,mostly clear,BKN,mostly cloudy,-RA,light rain,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2018-12-24,24,32,22,25,0,100.01,,W,5,9,,,1009,1013,FEW,mostly clear,BKN,mostly cloudy,RETS,recent thunderstorm,TS,thunderstorm,-TSRA,thunderstorm with light rain,TSRA,thunderstorm with rain,RERA,recent rain,-RA,light rain,-DZ,light drizzle,,,,,,,,,,
VTSP,Asia/Bangkok,2018-12-25,24,31,22,25,0,18.52,,W,8,9,,,1010,1014,FEW,mostly clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2018-12-26,24,32,21,24,0,22.22,35.19,NW,8,10,,,1010,1013,FEW,mostly clear,SCT,partly cloudy,-RA,light rain,VCSH,showers in the vicinity,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2018-12-27,25,30,20,22,5.56,22.22,,W,9,10,,,1009,1013,FEW,mostly clear,SCT,partly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2018-12-28,23,30,20,23,0,16.67,,W,9,10,,,1009,1013,FEW,mostly clear,SCT,partly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2018-12-29,22,32,20,23,0,16.67,,W,9,10,,,1011,1015,FEW,mostly clear,FEW,mostly clear,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2018-12-30,23,32,21,24,0,16.67,,W,7,10,,,1011,1016,FEW,mostly clear,FEW,mostly clear,-RA,light rain,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2018-12-31,24,32,21,24,0,18.52,,E,8,10,,,1011,1016,FEW,mostly clear,BKN,mostly cloudy,-RA,light rain,VCSH,showers in the vicinity,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2019-01-01,25,32,20,23,0,14.82,27.78,E,8,10,,,1011,1016,FEW,mostly clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2019-01-02,22,31,20,22,0,12.96,,NE,8,10,,,1012,1017,FEW,mostly clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2019-01-03,22,30,17,22,0,12.96,,E,8,10,,,1012,1015,FEW,mostly clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2019-01-04,23,27,17,22,0,27.78,,NW,5,10,,,1011,1016,FEW,mostly clear,BKN,mostly cloudy,RA,rain,RERA,recent rain,-RA,light rain,-DZ,light drizzle,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2019-01-05,24,28,22,24,0,33.34,50,W,3,10,,,1009,1012,FEW,mostly clear,OVC,overcast,RA,rain,RERA,recent rain,-RA,light rain,-DZ,light drizzle,BR,mist,VCSH,showers in the vicinity,,,,,,,,,,,,
VTSP,Asia/Bangkok,2019-01-06,25,32,22,24,0,25.93,,E,8,10,,,1009,1013,FEW,mostly clear,SCT,partly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2019-01-07,24,32,21,23,1.85,25.93,,E,9,10,,,1009,1012,FEW,mostly clear,SCT,partly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2019-01-08,24,32,21,23,0,22.22,,E,9,10,,,1009,1014,FEW,mostly clear,FEW,mostly clear,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2019-01-09,24,32,20,24,0,18.52,,E,8,10,,,1009,1014,FEW,mostly clear,BKN,mostly cloudy,-DZ,light drizzle,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2019-01-10,25,32,20,22,0,20.37,,E,8,10,,,1008,1012,FEW,mostly clear,FEW,mostly clear,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2019-01-11,24,33,19,23,0,24.08,,E,9,10,,,1009,1013,FEW,mostly clear,FEW,mostly clear,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2019-01-12,22,32,20,23,0,18.52,,E,6,10,,,1009,1014,FEW,mostly clear,BKN,mostly cloudy,RETS,recent thunderstorm,-TSRA,thunderstorm with light rain,RERA,recent rain,-RA,light rain,VCSH,showers in the vicinity,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2019-01-13,23,32,22,24,0,16.67,,E,8,10,,,1009,1013,FEW,mostly clear,SCT,partly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2019-01-14,24,32,21,23,0,18.52,,E,1.5,10,,,1007,1013,FEW,mostly clear,BKN,mostly cloudy,RETS,recent thunderstorm,+TSRA,thunderstorm with heavy rain,-TSRA,thunderstorm with light rain,TSRA,thunderstorm with rain,RERA,recent rain,-RA,light rain,,,,,,,,,,,,
VTSP,Asia/Bangkok,2019-01-15,24,32,21,23,0,16.67,,E,7,10,,,1008,1013,FEW,mostly clear,BKN,mostly cloudy,-RA,light rain,VCSH,showers in the vicinity,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2019-01-16,24,32,21,23,0,18.52,,E,5,10,,,1008,1013,FEW,mostly clear,SCT,partly cloudy,RA,rain,RERA,recent rain,-RA,light rain,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2019-01-17,23,31,22,23,0,27.78,50,E,7,10,,,1008,1012,FEW,mostly clear,BKN,mostly cloudy,RERA,recent rain,-RA,light rain,VCSH,showers in the vicinity,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2019-01-18,24,32,20,23,0,25.93,,E,8,10,,,1007,1012,FEW,mostly clear,SCT,partly cloudy,VCSH,showers in the vicinity,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2019-01-19,26,32,20,23,3.7,31.48,,E,8,10,,,1008,1013,FEW,mostly clear,SCT,partly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2019-01-20,24,32,21,23,0,18.52,,E,8,10,,,1010,1015,FEW,mostly clear,SCT,partly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2019-01-21,23,32,20,23,0,18.52,,E,8,10,,,1010,1015,FEW,mostly clear,SCT,partly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2019-01-22,25,32,21,24,0,22.22,,E,8,10,,,1010,1015,FEW,mostly clear,SCT,partly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2019-01-23,24,32,20,23,0,18.52,,E,8,10,,,1009,1014,FEW,mostly clear,SCT,partly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2019-01-24,24,32,20,23,0,20.37,,E,8,10,,,1009,1015,FEW,mostly clear,SCT,partly cloudy,-RA,light rain,-DZ,light drizzle,VCSH,showers in the vicinity,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2019-01-25,24,32,18,22,0,24.08,,E,8,10,,,1009,1015,FEW,mostly clear,SCT,partly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2019-01-26,22,31,15,21,0,20.37,38.89,E,9,10,,,1009,1015,FEW,mostly clear,FEW,mostly clear,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2019-01-27,23,32,15,20,0,25.93,38.89,E,9,10,,,1010,1014,FEW,mostly clear,SCT,partly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2019-01-28,24,32,16,21,3.7,24.08,,E,9,10,,,1010,1014,FEW,mostly clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2019-01-29,25,32,20,23,0,22.22,35.19,E,9,10,,,1009,1015,FEW,mostly clear,SCT,partly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2019-01-30,24,33,20,23,0,27.78,33.34,E,9,10,,,1009,1014,FEW,mostly clear,SCT,partly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2019-01-31,25,33,20,22,1.85,25.93,,E,9,10,,,1010,1015,FEW,mostly clear,SCT,partly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2019-02-01,23,33,19,22,0,25.93,42.6,E,9,10,,,1009,1015,FEW,mostly clear,FEW,mostly clear,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2019-02-02,22,33,20,23,0,22.22,,E,8,10,,,1008,1015,FEW,mostly clear,FEW,mostly clear,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2019-02-03,24,34,21,23,0,22.22,,E,8,10,,,1010,1016,FEW,mostly clear,SCT,partly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2019-02-04,25,33,20,23,0,18.52,,W,8,10,,,1012,1015,FEW,mostly clear,FEW,mostly clear,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2019-02-05,25,33.9,20,25.2,0,20.52,,E,7,10,1,,1011,1015,FEW,mostly clear,ICC06,six oktas - 7/10 - 8/10,IWC21,rain,IWC51,light drizzle,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2019-02-06,24,33,19,25.3,0,18.36,,E,8,10,0.2,,1010,1014,FEW,mostly clear,ICC06,six oktas - 7/10 - 8/10,IWC13,thunderstorm in the vicinity,IWC21,rain,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2019-02-07,24,33,19,23,0,22.22,,E,8,10,,,1010,1015,FEW,mostly clear,SCT,partly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2019-02-08,23,33,19,22,0,22.22,,E,8,10,,,1010,1014,FEW,mostly clear,FEW,mostly clear,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2019-02-09,24,33,20,23,0,203.72,,E,9,10,,,1010,1015,FEW,mostly clear,FEW,mostly clear,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2019-02-10,24,32,15,22,0,16.67,31.48,W,9,10,,,1012,1017,FEW,mostly clear,FEW,mostly clear,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2019-02-11,24,34,15,21,3.7,27.78,33.34,E,9,10,,,1010,1016,FEW,mostly clear,FEW,mostly clear,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2019-02-12,26,32,19,22,5.56,25.93,,E,9,10,,,1011,1017,FEW,mostly clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2019-02-13,23,34,18,23,0,22.22,,E,9,10,,,1012,1016,FEW,mostly clear,SCT,partly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2019-02-14,24,34,18,22,0,20.37,,E,9,10,,,1009,1015,FEW,mostly clear,FEW,mostly clear,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2019-02-15,24,34,17,21,0,27.78,,E,9,10,,,1010,1015,FEW,mostly clear,FEW,mostly clear,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2019-02-16,22,34,17,22,0,25.93,,E,9,10,,,1010,1015,FEW,mostly clear,FEW,mostly clear,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2019-02-17,23,33,15,23,0,18.52,,W,9,10,,,1011,1015,FEW,mostly clear,SCT,partly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2019-02-18,23,32,19,22,0,20.37,,W,9,10,,,1010,1015,FEW,mostly clear,FEW,mostly clear,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2019-02-19,24,33,20,22,0,22.22,,W,8,10,,,1011,1016,FEW,mostly clear,SCT,partly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2019-02-20,24,33,15,22,0,24.08,,E,8,10,,,1011,1016,FEW,mostly clear,SCT,partly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2019-02-21,25,33,17,21,0,20.37,,E,9,10,,,1011,1015,FEW,mostly clear,FEW,mostly clear,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2019-02-22,24,35,17,23,0,22.22,,E,9,10,,,1009,1014,FEW,mostly clear,FEW,mostly clear,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2019-02-23,24,34,19,23,0,27.78,,E,8,10,,,1009,1013,FEW,mostly clear,SCT,partly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2019-02-24,24,33,20,23,0,18.52,,W,8,10,,,1009,1013,FEW,mostly clear,SCT,partly cloudy,RETS,recent thunderstorm,-TSRA,thunderstorm with light rain,-RA,light rain,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2019-02-25,24,34,17,23,0,22.22,,E,8,10,,,1007,1012,FEW,mostly clear,FEW,mostly clear,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2019-02-26,23,33,16,22,0,25.93,37.04,E,9,10,,,1007,1012,FEW,mostly clear,FEW,mostly clear,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2019-02-27,24,34,16,21,0,29.63,,E,9,10,,,1006,1012,FEW,mostly clear,FEW,mostly clear,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2019-02-28,25,34,16,23,0,20.37,,E,9,10,,,1007,1012,FEW,mostly clear,FEW,mostly clear,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2019-03-01,24,34,18,24,0,22.22,,E,8,10,,,1007,1012,FEW,mostly clear,SCT,partly cloudy,RERA,recent rain,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2019-03-02,25,34,17,23,0,24.08,,E,8,10,,,1007,1012,FEW,mostly clear,SCT,partly cloudy,-RA,light rain,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2019-03-03,24,33,20,23,0,20.37,,W,8,10,,,1008,1012,FEW,mostly clear,SCT,partly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2019-03-04,25,33,21,24,0,20.37,,W,8,10,,,1008,1012,FEW,mostly clear,SCT,partly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2019-03-05,24,32,22,24,0,25.93,,W,8,10,,,1009,1014,FEW,mostly clear,SCT,partly cloudy,VCSH,showers in the vicinity,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2019-03-06,23,33,20,22,0,24.08,,W,8,10,,,1010,1014,NSC,no significant cloud,FEW,mostly clear,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2019-03-07,24,34,16,23,0,29.63,,NW,8,10,,,1010,1014,FEW,mostly clear,FEW,mostly clear,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2019-03-08,23,34,20,23,0,22.22,33.34,W,9,10,,,1010,1013,FEW,mostly clear,FEW,mostly clear,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2019-03-09,24,33,18,23,0,22.22,,W,9,10,,,1011,1014,FEW,mostly clear,FEW,mostly clear,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2019-03-10,24,33,21,23,0,22.22,,W,9,10,,,1011,1014,FEW,mostly clear,FEW,mostly clear,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2019-03-11,24,34,20,25,0,22.22,,W,8,10,,,1011,1016,FEW,mostly clear,SCT,partly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2019-03-12,27,33,21,24,7.41,25.93,,W,8,10,,,1011,1015,FEW,mostly clear,SCT,partly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2019-03-13,25,34,22,24,0,22.22,,W,9,10,,,1011,1016,FEW,mostly clear,SCT,partly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2019-03-14,25,36,13,24,0,24.08,,E,8,10,,,1010,1015,FEW,mostly clear,FEW,mostly clear,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2019-03-15,23,35,15,24,0,20.37,,E,8,10,,,1011,1015,FEW,mostly clear,SCT,partly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2019-03-16,24,35,18,23,0,22.22,37.04,E,8,10,,,1010,1015,FEW,mostly clear,SCT,partly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2019-03-17,24,35,19,23,0,20.37,,E,8,10,,,1009,1015,FEW,mostly clear,SCT,partly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2019-03-18,25,35,20,24,0,22.22,,E,8,10,,,1008,1014,FEW,mostly clear,BKN,mostly cloudy,RETS,recent thunderstorm,TS,thunderstorm,-RA,light rain,VCSH,showers in the vicinity,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2019-03-19,25,35,18,24,0,20.37,,W,8,10,,,1008,1013,FEW,mostly clear,SCT,partly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
